	Дата	Корпус	Кол-во активных квартир
12	2024-04-08	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-08	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-08	ул. Монтажников, д. 38	109
15	2024-04-08	ул. Монтажников, д. 40	204
16	2024-04-08	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-08	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-08	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-09	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-09	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-09	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-09	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-09	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-09	ул. Валентины Трофимовой, д. 12	73
6	2024-04-09	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-09	ул. Валентины Трофимовой, д. 8	129
8	2024-04-09	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-09	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-09	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-09	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-09	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-09	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-09	ул. Монтажников, д. 38	109
15	2024-04-09	ул. Монтажников, д. 40	204
16	2024-04-09	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-09	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-09	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-10	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-10	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-10	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-10	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-10	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-10	ул. Валентины Трофимовой, д. 12	73
6	2024-04-10	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-10	ул. Валентины Трофимовой, д. 8	129
8	2024-04-10	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-10	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-10	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-10	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-10	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-10	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-10	ул. Монтажников, д. 38	109
15	2024-04-10	ул. Монтажников, д. 40	204
16	2024-04-10	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-10	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-10	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-11	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-11	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-11	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-11	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-11	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-11	ул. Валентины Трофимовой, д. 12	73
6	2024-04-11	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-11	ул. Валентины Трофимовой, д. 8	129
8	2024-04-11	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-11	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-11	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-11	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-11	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-11	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-11	ул. Монтажников, д. 38	109
15	2024-04-11	ул. Монтажников, д. 40	204
16	2024-04-11	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-11	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-11	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-12	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-12	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-12	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-12	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-12	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-12	ул. Валентины Трофимовой, д. 12	73
6	2024-04-12	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-12	ул. Валентины Трофимовой, д. 8	129
8	2024-04-12	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-12	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-12	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-12	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-12	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-12	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-12	ул. Монтажников, д. 38	109
15	2024-04-12	ул. Монтажников, д. 40	204
16	2024-04-12	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-12	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-12	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-13	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-13	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-13	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-13	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-13	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-13	ул. Валентины Трофимовой, д. 12	73
6	2024-04-13	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-13	ул. Валентины Трофимовой, д. 8	129
8	2024-04-13	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-13	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-13	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-13	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-13	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-13	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-13	ул. Монтажников, д. 38	109
15	2024-04-13	ул. Монтажников, д. 40	204
16	2024-04-13	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-13	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-13	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-14	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-14	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-14	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-14	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-14	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-14	ул. Валентины Трофимовой, д. 12	73
6	2024-04-14	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-14	ул. Валентины Трофимовой, д. 8	129
8	2024-04-14	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-14	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-14	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-14	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-14	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-14	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-14	ул. Монтажников, д. 38	109
15	2024-04-14	ул. Монтажников, д. 40	204
16	2024-04-14	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-14	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-14	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-15	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-15	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-15	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-15	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-15	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-15	ул. Валентины Трофимовой, д. 12	73
6	2024-04-15	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-15	ул. Валентины Трофимовой, д. 8	129
8	2024-04-15	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-15	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-15	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-15	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-15	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-15	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-15	ул. Монтажников, д. 38	109
15	2024-04-15	ул. Монтажников, д. 40	204
16	2024-04-15	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-15	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-15	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-16	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-16	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-16	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-16	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-16	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-16	ул. Валентины Трофимовой, д. 12	73
6	2024-04-16	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-16	ул. Валентины Трофимовой, д. 8	129
8	2024-04-16	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-16	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-16	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-16	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-16	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-16	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-16	ул. Монтажников, д. 38	109
15	2024-04-16	ул. Монтажников, д. 40	204
16	2024-04-16	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-16	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-16	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-17	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-17	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-17	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-17	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-17	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-17	ул. Валентины Трофимовой, д. 12	73
6	2024-04-17	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-17	ул. Валентины Трофимовой, д. 8	129
8	2024-04-17	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-17	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-17	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-17	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-17	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-17	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-17	ул. Монтажников, д. 38	109
15	2024-04-17	ул. Монтажников, д. 40	204
16	2024-04-17	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-17	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-17	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-18	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-18	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-18	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-18	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-18	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-18	ул. Валентины Трофимовой, д. 12	73
6	2024-04-18	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-18	ул. Валентины Трофимовой, д. 8	129
8	2024-04-18	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-18	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-18	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-18	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-18	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-18	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-18	ул. Монтажников, д. 38	109
15	2024-04-18	ул. Монтажников, д. 40	204
16	2024-04-18	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-18	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-18	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-19	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-19	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-19	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-19	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-19	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-19	ул. Валентины Трофимовой, д. 12	73
6	2024-04-19	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-19	ул. Валентины Трофимовой, д. 8	129
8	2024-04-19	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-19	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-19	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-19	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-19	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-19	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-19	ул. Монтажников, д. 38	109
15	2024-04-19	ул. Монтажников, д. 40	204
16	2024-04-19	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-19	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-19	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-20	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-20	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-20	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-20	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-20	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-20	ул. Валентины Трофимовой, д. 12	73
6	2024-04-20	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-20	ул. Валентины Трофимовой, д. 8	129
8	2024-04-20	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-20	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-20	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-20	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-20	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-20	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-20	ул. Монтажников, д. 38	109
15	2024-04-20	ул. Монтажников, д. 40	204
16	2024-04-20	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-20	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-20	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-21	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-21	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-21	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-21	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-21	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-21	ул. Валентины Трофимовой, д. 12	73
6	2024-04-21	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-21	ул. Валентины Трофимовой, д. 8	129
8	2024-04-21	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-21	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-21	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-21	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-21	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-21	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-21	ул. Монтажников, д. 38	109
15	2024-04-21	ул. Монтажников, д. 40	204
16	2024-04-21	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-21	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-21	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-22	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-22	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-22	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-22	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-22	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-22	ул. Валентины Трофимовой, д. 12	73
6	2024-04-22	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-22	ул. Валентины Трофимовой, д. 8	129
8	2024-04-22	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-22	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-22	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-22	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-22	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-22	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-22	ул. Монтажников, д. 38	109
15	2024-04-22	ул. Монтажников, д. 40	204
16	2024-04-22	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-22	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-22	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-23	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-23	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-23	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-23	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-23	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-23	ул. Валентины Трофимовой, д. 12	73
6	2024-04-23	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-23	ул. Валентины Трофимовой, д. 8	129
8	2024-04-23	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-23	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-23	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-23	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-23	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-23	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-23	ул. Монтажников, д. 38	109
15	2024-04-23	ул. Монтажников, д. 40	204
16	2024-04-23	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-23	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-23	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-24	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-24	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-24	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-24	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-24	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-24	ул. Валентины Трофимовой, д. 12	73
6	2024-04-24	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-24	ул. Валентины Трофимовой, д. 8	129
8	2024-04-24	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-24	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-24	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-24	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-24	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-24	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-24	ул. Монтажников, д. 38	109
15	2024-04-24	ул. Монтажников, д. 40	204
16	2024-04-24	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-24	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-24	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-25	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-25	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-25	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-25	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-25	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-25	ул. Валентины Трофимовой, д. 12	73
6	2024-04-25	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-25	ул. Валентины Трофимовой, д. 8	129
8	2024-04-25	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-25	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-25	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-25	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-25	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-25	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-25	ул. Монтажников, д. 38	109
15	2024-04-25	ул. Монтажников, д. 40	204
16	2024-04-25	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-25	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-25	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-26	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-26	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-26	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-26	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-26	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-26	ул. Валентины Трофимовой, д. 12	73
6	2024-04-26	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-26	ул. Валентины Трофимовой, д. 8	129
8	2024-04-26	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-26	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-26	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-26	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-26	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-26	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-26	ул. Монтажников, д. 38	109
15	2024-04-26	ул. Монтажников, д. 40	204
16	2024-04-26	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-26	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-26	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-27	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-27	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-27	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-27	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-27	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-27	ул. Валентины Трофимовой, д. 12	73
6	2024-04-27	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-27	ул. Валентины Трофимовой, д. 8	129
8	2024-04-27	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-27	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-27	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-27	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-27	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-27	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-27	ул. Монтажников, д. 38	109
15	2024-04-27	ул. Монтажников, д. 40	204
16	2024-04-27	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-27	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-27	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-28	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-28	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-28	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-28	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-28	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-28	ул. Валентины Трофимовой, д. 12	73
6	2024-04-28	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3)	8
7	2024-04-28	ул. Валентины Трофимовой, д. 8	129
8	2024-04-28	ул. Константина Посьета, д.  4к1, (ГП-5.2)	267
9	2024-04-28	ул. Монтажников 36, (ГП-4.7)	31
10	2024-04-28	ул. Монтажников 42, к.1 (ГП-5-12)	110
11	2024-04-28	ул. Монтажников, 42б. (ГП-6.1)	224
12	2024-04-28	ул. Монтажников, д.  42, (ГП-5.10)	224
13	2024-04-28	ул. Монтажников, д.  42а, (ГП-5.11)	224
14	2024-04-28	ул. Монтажников, д. 38	109
15	2024-04-28	ул. Монтажников, д. 40	204
16	2024-04-28	ул. Федора Достоевского, д.  22, (ГП-7.10.2)	5
17	2024-04-28	ул. Федора Достоевского, д.  24, (ГП-7.10.3)	6
18	2024-04-28	ул. Федора Достоевского, д.  26, (ГП-7.1)	255
0	2024-04-29	ул. Александра Митинского, д.  6, (ГП-3.1)	1
1	2024-04-29	ул. Александра Митинского, д. 4, (ГП 3.8)	66
2	2024-04-29	ул. Александра Пушкина д.3, (ГП-7.7)	120
3	2024-04-29	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11)	249
4	2024-04-29	ул. Александра Пушкина, д. 5, (ГП-7.6)	266
5	2024-04-29	ул. Валентины Трофимовой, д. 12	73
